0,0
0.984252,-0.0011908
1.9685,-0.0023816
2.95276,-0.00357239
3.93701,-0.00476319
4.92126,-0.00595399
5.90551,-0.00714479
6.88976,-0.00833558
7.87402,-0.00952638
8.85827,-0.0107172
9.84252,-0.011908
10.8268,-0.0130988
11.811,-0.0142896
12.7953,-0.0154804
13.7795,-0.0166712
14.7638,-0.017862
15.748,-0.0190528
16.7323,-0.0202436
17.7165,-0.0214344
18.7008,-0.0226252
19.685,-0.023816
20.6693,-0.0250067
21.6535,-0.0261975
22.6378,-0.0273883
23.622,-0.0285791
24.6063,-0.0297699
25.5906,-0.0309607
26.5748,-0.0321515
27.5591,-0.0333423
28.5433,-0.0345331
29.5276,-0.0357239
30.5118,-0.0369147
31.4961,-0.0381055
32.4803,-0.0392963
33.4646,-0.0404871
34.4488,-0.0416779
35.4331,-0.0428687
36.4173,-0.0440595
37.4016,-0.0452503
38.3858,-0.0464411
39.3701,-0.0476319
40.3543,-0.0488227
41.3386,-0.0500135
42.3228,-0.0512043
43.3071,-0.0523951
44.2913,-0.0535859
45.2756,-0.0547767
46.2598,-0.0559675
47.2441,-0.0571583
48.2283,-0.0583491
49.2126,-0.0595399
50.1969,-0.0607307
51.1811,-0.0619215
52.1654,-0.0631123
53.1496,-0.0643031
54.1339,-0.0654939
55.1181,-0.0666847
56.1024,-0.0678755
57.0866,-0.0690663
58.0709,-0.0702571
59.0551,-0.0714479
60.0394,-0.0726386
61.0236,-0.0738294
62.0079,-0.0750202
62.9921,-0.076211
63.9764,-0.0774018
64.9606,-0.0785926
65.9449,-0.0797834
66.9291,-0.0809742
67.9134,-0.082165
68.8976,-0.0833558
69.8819,-0.0845466
70.8661,-0.0857374
71.8504,-0.0869282
72.8346,-0.088119
73.8189,-0.0893098
74.8032,-0.0905006
75.7874,-0.0916914
76.7717,-0.0928822
77.7559,-0.094073
78.7402,-0.0952638
79.7244,-0.0964546
80.7087,-0.0976454
81.6929,-0.0988362
82.6772,-0.100027
83.6614,-0.101218
84.6457,-0.102409
85.6299,-0.103599
86.6142,-0.10479
87.5984,-0.105981
88.5827,-0.107172
89.5669,-0.108363
90.5512,-0.109553
91.5354,-0.110744
92.5197,-0.111935
93.5039,-0.113126
94.4882,-0.114317
95.4724,-0.115507
96.4567,-0.116698
97.4409,-0.117889
98.4252,-0.11908
99.4094,-0.120271
100.394,-0.121461
101.378,-0.122652
102.362,-0.123843
103.346,-0.125034
104.331,-0.126225
105.315,-0.127415
106.299,-0.128606
107.283,-0.129797
108.268,-0.130988
109.252,-0.132179
110.236,-0.133369
111.22,-0.13456
112.205,-0.135751
113.189,-0.136942
114.173,-0.138133
115.157,-0.139323
116.142,-0.140514
117.126,-0.141705
118.11,-0.142896
119.094,-0.144087
120.079,-0.145277
121.063,-0.146468
122.047,-0.147659
123.031,-0.14885
124.016,-0.15004
125,-0.151231
125.984,-0.152422
126.969,-0.153613
127.953,-0.154804
128.937,-0.155994
129.921,-0.157185
130.906,-0.158376
131.89,-0.159567
132.874,-0.160758
133.858,-0.161948
134.843,-0.163139
135.827,-0.16433
136.811,-0.165521
137.795,-0.166712
138.78,-0.167902
139.764,-0.169093
140.748,-0.170284
141.732,-0.171475
142.717,-0.172666
143.701,-0.173856
144.685,-0.175047
145.669,-0.176238
146.654,-0.177429
147.638,-0.17862
148.622,-0.17981
149.606,-0.181001
150.591,-0.182192
151.575,-0.183383
152.559,-0.184574
153.543,-0.185764
154.528,-0.186955
155.512,-0.188146
156.496,-0.189337
157.48,-0.190528
158.465,-0.191718
159.449,-0.192909
160.433,-0.1941
161.417,-0.195291
162.402,-0.196482
163.386,-0.197672
164.37,-0.198863
165.354,-0.200054
166.339,-0.201245
167.323,-0.202436
168.307,-0.203626
169.291,-0.204817
170.276,-0.206008
171.26,-0.207199
172.244,-0.20839
173.228,-0.20958
174.213,-0.210771
175.197,-0.211962
176.181,-0.213153
177.165,-0.214344
178.15,-0.215534
179.134,-0.216725
180.118,-0.217916
181.102,-0.219107
182.087,-0.220298
183.071,-0.221488
184.055,-0.222679
185.039,-0.22387
186.024,-0.225061
187.008,-0.226252
187.992,-0.227442
188.976,-0.228633
189.961,-0.229824
190.945,-0.231015
191.929,-0.232206
192.913,-0.233396
193.898,-0.234587
194.882,-0.235778
195.866,-0.236969
196.85,-0.23816
197.835,-0.23935
198.819,-0.240541
199.803,-0.241732
200.787,-0.242923
201.772,-0.244113
202.756,-0.245304
203.74,-0.246495
204.724,-0.247686
205.709,-0.248877
206.693,-0.250067
207.677,-0.251258
208.661,-0.252449
209.646,-0.25364
210.63,-0.254831
211.614,-0.256021
212.598,-0.257212
213.583,-0.258403
214.567,-0.259594
215.551,-0.260785
216.535,-0.261975
217.52,-0.263166
218.504,-0.264357
219.488,-0.265548
220.472,-0.266739
221.457,-0.267929
222.441,-0.26912
223.425,-0.270311
224.409,-0.271502
225.394,-0.272693
226.378,-0.273883
227.362,-0.275074
228.346,-0.276265
229.331,-0.277456
230.315,-0.278647
231.299,-0.279837
232.283,-0.281028
233.268,-0.282219
234.252,-0.28341
235.236,-0.284601
236.22,-0.285791
237.205,-0.286982
238.189,-0.288173
239.173,-0.28409
240.157,-0.281984
241.142,-0.279518
242.126,-0.276953
243.11,-0.27527
244.094,-0.2751
245.079,-0.275091
246.063,-0.27448
247.047,-0.27341
248.031,-0.274123
249.016,-0.276063
250,-0.277332
250.984,-0.275272
251.969,-0.275066
252.953,-0.278559
253.937,-0.280216
254.921,-0.280501
255.906,-0.281033
256.89,-0.281558
257.874,-0.282091
258.858,-0.2837
259.843,-0.286539
260.827,-0.289149
261.811,-0.29041
262.795,-0.292014
263.78,-0.292654
264.764,-0.294584
265.748,-0.297818
266.732,-0.299868
267.717,-0.302509
268.701,-0.305439
269.685,-0.306824
270.669,-0.310544
271.654,-0.313046
272.638,-0.312071
273.622,-0.315978
274.606,-0.320612
275.591,-0.323896
276.575,-0.328373
277.559,-0.333621
278.543,-0.33738
279.528,-0.340688
280.512,-0.343589
281.496,-0.348433
282.48,-0.351281
283.465,-0.354145
284.449,-0.358495
285.433,-0.362401
286.417,-0.365341
287.402,-0.36771
288.386,-0.371094
289.37,-0.373595
290.354,-0.375961
291.339,-0.379199
292.323,-0.383395
293.307,-0.383257
294.291,-0.383806
295.276,-0.386731
296.26,-0.393037
297.244,-0.396747
298.228,-0.39818
299.213,-0.400809
300.197,-0.404592
301.181,-0.408852
302.165,-0.410712
303.15,-0.413192
304.134,-0.416743
305.118,-0.419648
306.102,-0.420876
307.087,-0.422548
308.071,-0.424903
309.055,-0.428219
310.039,-0.431098
311.024,-0.430759
312.008,-0.430673
312.992,-0.43172
313.976,-0.435605
314.961,-0.441272
315.945,-0.446376
316.929,-0.449316
317.913,-0.450701
318.898,-0.451055
319.882,-0.45146
320.866,-0.451783
321.85,-0.452197
322.835,-0.45481
323.819,-0.459066
324.803,-0.46226
325.787,-0.464844
326.772,-0.46706
327.756,-0.469814
328.74,-0.470551
329.724,-0.471464
330.709,-0.47499
331.693,-0.47874
332.677,-0.481866
333.661,-0.484437
334.646,-0.487117
335.63,-0.489844
336.614,-0.492318
337.598,-0.496045
338.583,-0.500774
339.567,-0.50445
340.551,-0.508894
341.535,-0.512397
342.52,-0.514784
343.504,-0.518372
344.488,-0.52231
345.472,-0.52507
346.457,-0.526836
347.441,-0.530749
348.425,-0.532098
349.409,-0.532725
350.394,-0.536529
351.378,-0.539639
352.362,-0.54159
353.346,-0.54645
354.331,-0.550914
355.315,-0.551565
356.299,-0.554509
357.283,-0.556984
358.268,-0.558009
359.252,-0.558418
360.236,-0.559349
361.22,-0.560086
362.205,-0.559736
363.189,-0.558435
364.173,-0.557339
365.157,-0.556152
366.142,-0.555197
367.126,-0.554678
368.11,-0.55077
369.094,-0.546845
370.079,-0.547164
371.063,-0.548065
372.047,-0.548914
373.031,-0.54877
374.016,-0.549615
375,-0.551518
375.984,-0.552556
376.969,-0.552481
377.953,-0.553009
378.937,-0.55351
379.921,-0.555098
380.906,-0.558032
381.89,-0.561951
382.874,-0.565166
383.858,-0.568009
384.843,-0.571167
385.827,-0.573556
386.811,-0.574255
387.795,-0.574262
388.78,-0.576597
389.764,-0.578627
390.748,-0.580261
391.732,-0.582321
392.717,-0.584518
393.701,-0.587237
394.685,-0.589164
395.669,-0.591186
396.654,-0.593396
397.638,-0.596387
398.622,-0.59871
399.606,-0.600416
400.591,-0.60212
401.575,-0.601282
402.559,-0.600826
403.543,-0.601035
404.528,-0.600807
405.512,-0.596992
406.496,-0.594182
407.48,-0.595631
408.465,-0.595389
409.449,-0.593681
410.433,-0.592814
411.417,-0.592789
412.402,-0.59104
413.386,-0.589751
414.37,-0.588844
415.354,-0.588479
416.339,-0.589269
417.323,-0.59027
418.307,-0.590872
419.291,-0.59117
420.276,-0.592226
421.26,-0.593384
422.244,-0.59453
423.228,-0.591443
424.213,-0.589089
425.197,-0.590113
426.181,-0.589299
427.165,-0.588815
428.15,-0.587175
429.134,-0.58997
430.118,-0.586531
431.102,-0.583402
432.087,-0.584493
433.071,-0.585059
434.055,-0.586255
435.039,-0.586949
436.024,-0.586264
437.008,-0.586307
437.992,-0.585902
438.976,-0.585035
439.961,-0.58466
440.945,-0.584592
441.929,-0.583432
442.913,-0.583343
443.898,-0.583726
444.882,-0.583734
445.866,-0.582254
446.85,-0.580792
447.835,-0.58052
448.819,-0.579624
449.803,-0.577378
450.787,-0.576534
451.772,-0.575035
452.756,-0.573257
453.74,-0.571737
454.724,-0.568482
455.709,-0.568442
456.693,-0.569399
457.677,-0.568894
458.661,-0.567254
459.646,-0.566469
460.63,-0.566946
461.614,-0.563817
462.598,-0.564097
463.583,-0.563995
464.567,-0.564383
465.551,-0.56377
466.535,-0.563662
467.52,-0.562503
468.504,-0.560964
469.488,-0.561367
470.472,-0.560262
471.457,-0.560173
472.441,-0.55907
473.425,-0.559157
474.409,-0.560155
475.394,-0.560328
476.378,-0.559472
477.362,-0.561135
478.346,-0.561836
479.331,-0.561858
480.315,-0.563124
481.299,-0.564264
482.283,-0.56448
483.268,-0.566827
484.252,-0.567353
485.236,-0.566295
486.22,-0.567174
487.205,-0.566722
488.189,-0.566215
489.173,-0.565352
490.157,-0.565278
491.142,-0.563099
492.126,-0.560483
493.11,-0.557598
494.094,-0.557673
495.079,-0.557734
496.063,-0.556295
497.047,-0.553668
498.031,-0.551279
499.016,-0.548662
500,-0.548596
500.984,-0.544915
501.969,-0.540204
502.953,-0.53921
503.937,-0.537203
504.921,-0.536665
505.906,-0.535541
506.89,-0.534939
507.874,-0.533111
508.858,-0.529911
509.843,-0.532203
