0.0159273	-0.0375328	-0.0215731	0.0171757
0.0290337	-0.0378828	-0.0253143	-0.000248909
0.0310802	-0.0319433	-0.0295515	0.00922489
0.0265408	-0.0432825	-0.00685215	0.00729561
0.0191689	-0.0466938	-0.015871	0.00722027
0.0188618	-0.0412941	-0.0316601	0.0183964
0.0302105	-0.0451403	-0.026701	0.00680065
0.0242891	-0.0329399	-0.0317907	0.00903416
0.0342369	-0.0512877	-0.0085144	0.0150909
0.0367594	-0.0443773	-0.0259562	0.0145845
0.029397	-0.0395985	-0.0318213	0.00342178
0.0157776	-0.042634	-0.0169277	0.00329494
0.0335951	-0.0302029	-0.0103893	0.00991154
0.0172615	-0.040844	-0.0134869	0.0141068
0.0236034	-0.0386877	-0.00828075	0.00242424
0.0115738	-0.0443287	-0.026433	-0.0031538
0.0194368	-0.0435553	-0.0134211	0.0098505
0.0219383	-0.0354614	-0.0158548	0.00197029
0.0253477	-0.0394163	-0.0157213	0.00348759
0.0200014	-0.0323668	-0.0219812	-0.00120544
0.0224247	-0.0424128	-0.0219097	0.00426483
0.0219688	-0.0375433	-0.00711918	0.0014801
0.036684	-0.0337915	0.00622559	0.00105858
0.0298309	-0.030632	-0.00597763	-0.00143337
0.035903	-0.040308	-0.0187435	-0.00344181
0.0353632	-0.0499105	-0.00798416	-0.00621414
0.00586224	-0.0391407	-0.0121279	0.00210285
0.0126305	-0.0470428	-0.00137997	0.026659
0.021451	-0.0420055	-0.00821495	0.0112658
0.0317192	-0.0547371	0.00783157	0.0229254
0.00481796	-0.0415478	-0.00992012	0.00674725
0.0163965	-0.0466576	0.00167751	0.0238037
0.0231619	-0.0401154	0.005373	0.0199604
0.0303068	-0.0401449	-0.000344276	0.00532246
0.00196457	-0.026041	-0.0256948	0.020793
0.016223	-0.0251513	-0.0252733	0.0056715
0.0186672	-0.0444031	0.00650978	0.00766277
0.0145206	-0.0264053	0.00108814	0.00513744
0.0147552	-0.0441151	-0.0168276	0.00682259
0.0164347	-0.0310888	-0.0101604	0.0208845
0.0225286	-0.0571852	-0.0153961	0.00492191
0.00820255	-0.0290813	0.0126619	0.0047369
-0.00374985	-0.0395269	-0.000442505	0.0124483
-0.00586987	-0.0384169	-0.0239201	0.00993443
0.0134077	-0.0452442	-0.017868	0.0101271
0.0131674	-0.0419416	-0.0160961	0.016304
-0.00356674	-0.0446777	0.0177355	0.0136499
0.00848484	-0.0319958	0.000729561	0.0200281
0.0201902	-0.0261984	-0.00977802	0.0147314
0.0183878	-0.033329	-0.000247002	0.0121012
0.00341225	-0.0390997	-0.00377083	0.0147009
0.0115108	-0.0333147	0.0113964	0.00237465
0.0160942	-0.0279903	0.00434589	0.0131302
0.0213032	-0.0337133	0.0089941	0.0169773
0.00845814	-0.0301819	0.00356579	0.0129499
1.52588e-05	-0.0314884	-0.000431061	0.0200939
0.0212851	-0.0152054	0.00166225	0.00410938
0.0257063	-0.0277481	-0.0185108	0.0188656
-0.00101948	-0.0206509	-0.00457764	0.0197735
0.00651741	-0.0321903	-0.000741005	0.0184469
0.0282412	-0.0214853	0.0111847	0.00755692
0.017272	-0.0178928	-0.0134497	0.0109873
0.0149717	-0.0334835	-0.00454998	0.00869846
0.0224552	-0.024725	-0.00429058	0.0150776
0.0210142	-0.0266113	0.0078125	0.0227079
0.000910759	-0.0159302	0.00493526	0.0154505
0.00281906	-0.0209856	-0.00334549	0.0150232
0.00145245	-0.0186148	0.00221539	0.0154924
-0.00455856	-0.00881386	-0.0115633	0.0265493
-0.000145912	-0.0228653	0.00836563	0.0085268
0.0265045	-0.0245857	0.0110779	0.0166054
0.0174437	-0.0174618	-0.000818253	0.0305367
-0.006464	-0.0200901	-0.00771046	0.0399466
-0.00726509	-0.0186777	0.000523567	0.0413895
0.0220556	-0.0037899	0.0123739	0.0239038
0.000232697	-0.0120249	-0.00500011	0.036046
0.00729752	-0.00640011	-0.0139093	0.0321589
0.0244913	-0.0063982	-0.00531292	0.0271444
0.0142412	-0.0102997	-0.00037384	0.0273037
0.0105267	-0.0168419	0.0128584	0.0229216
0.00590515	-0.018054	0.000808716	0.0129948
0.00878048	-0.00964928	-0.00341034	0.0310707
0.00339794	-0.0113192	-0.00778198	0.0132675
-0.00562	-0.00278378	0.0185137	0.0213203
0.0114479	0.00213909	0.00667667	0.0189066
0.00643158	0.000835419	0.0129824	0.0170689
-0.00504398	-0.0072155	0.00925541	0.0283499
0.00719929	-0.00740623	0.00408936	0.0132256
0.0206976	-0.000432968	-0.00465298	0.0215368
-0.00643063	-0.00904179	-0.00391197	0.0181761
0.00331402	0.00533295	0.00574398	0.026185
0.00272083	-0.0186033	0.0127621	0.0151596
0.00637054	-0.00701427	0.0176773	0.0250025
0.00687122	-0.0112295	0.00310326	0.0165052
-0.00762939	-0.00999355	0.000292778	0.0383682
0.0121565	0.010396	0.00944519	0.0158396
-0.00414562	-0.00864029	0.0104189	0.0212355
-0.00745678	-0.00781155	0.00501156	0.0258312
0.0149736	-0.0214548	0.0109835	0.026
-0.000137329	0.00702858	0.00702	0.0241632
-0.0245705	-0.00341511	0.000776291	0.0172968
-0.0038271	0.00992489	-0.0107698	0.0355978
-0.00590992	-0.0211945	0.00732136	0.0242643
0.00800133	0.0116186	0.00126934	0.0226688
0.0135241	0.000909805	0.00931931	0.0117712
-0.00980091	0.0018549	-0.0123129	0.0246477
0.00200367	0.00422955	0.00215912	0.0116062
-0.0056982	-0.00442314	0.00650501	0.0100794
0.0201988	0.0206289	0.00793648	0.011692
0.0246601	0.0103455	0.0282173	0.0184898
-0.0077219	0.0175257	0.0030508	0.0139751
-0.00803375	-0.00886726	-0.00947857	0.0305691
0.000423431	0.00115108	-0.000552177	0.0261641
-0.0200739	-0.00842667	0.0149117	0.0225334
-0.00914288	-0.00362301	0.0153761	0.0263271
-0.0221901	-0.0145864	0.00955009	0.0247688
-0.0331602	-0.00508022	0.0127535	0.0328712
-0.00246906	0.00597668	0.0112181	0.0150633
-0.00674152	0.00289917	0.0138063	0.0257244
0.0221481	0.0217657	0.00999832	0.0207653
0.026228	0.0284605	0.00426102	0.0220175
0.00634193	0.0207129	0.00043869	0.00876999
0.00417423	0.0188789	-0.003685	0.00831795
-0.012269	0.0135689	0.0287189	0.0140457
0.000181198	-0.00156021	-0.0008955	0.00494957
-0.00921059	0.0102587	0.00495434	0.0192556
-0.0453758	-0.0146227	0.00444889	0.0107746
-0.00628281	0.0115728	0.0266562	0.0224714
-0.023963	0.0156469	0.0282059	0.0156651
-0.00225258	0.0196047	0.0134287	0.023488
0.0244761	0.0107222	0.011939	0.024128
0.00919151	0.00419044	0.000211716	0.0187511
-0.00686264	0.0124445	0.0257702	0.0120182
-0.013442	0.0185747	0.0235252	0.0294962
0.00759029	0.0167208	0.0230637	0.0232182
-0.0049572	-0.00144672	0.0207262	0.0222626
-0.0158205	0.00979614	0.0282936	0.0255423
-0.0531483	0.00348568	0.0262451	0.017211
