0.00652981	0.0122681	-0.0235796	-0.0239477	0.0083313
-0.00411701	0.0260973	-0.0176964	-0.0234003	0.00707531
-0.00632668	0.0609894	-0.0133247	-0.0130072	0.00716972
0.00594997	0.00432968	-0.0260906	-0.00575161	0.0144558
0.018384	0.0293932	-0.0338879	-0.0157061	0.0136337
0.00136566	0.0244074	-0.0454788	-0.00901413	0.031724
-0.00139999	0.0119362	-0.012166	-0.00330925	0.0168295
0.0198097	0.0169563	0.00097847	-0.0158539	0.0256968
0.00999069	0.0307007	-0.0207224	-0.0243139	0.0112286
0.0111313	0.0385952	-0.00905323	-0.00141144	0.0108652
0.0232573	0.0484858	-0.00758171	-0.0100212	0.0104618
0.0100965	0.0670748	-0.0195055	-0.0149612	0.0237141
0.00854778	0.025794	-0.0219116	-0.0283546	0.0169992
-0.0141716	0.0387411	-0.0139742	-0.000554085	0.0187521
-0.0173388	0.0440693	-0.0208101	0.00969601	0.031642
-0.0120945	0.038765	0.0113392	0.000213623	0.00714397
0.00398445	0.0330877	-0.00574875	0.00280952	0.0221453
-0.0169935	0.0352688	-0.0321207	-0.0174875	0.0068264
-0.0248814	0.00731373	-0.025259	-0.00206566	0.0203848
-0.0302572	0.00276756	-0.0246897	-0.0431404	0.0025692
-0.00916862	0.00531483	-0.0165768	-0.0368042	0.00364399
-0.0244589	0.0290947	-0.00767517	-0.0241327	0.0260038
-0.039114	0.00457573	0.00226307	-0.0408821	0.00725365
-0.0241737	-0.0114498	-0.0136509	-0.0194674	0.0271807
-0.0163012	-0.0225325	-0.00598812	-0.0384026	0.0109262
-0.0412893	-0.0181789	0.00607777	-0.01542	0.0153208
-0.0194941	-0.0202579	-0.00527573	-0.0431442	0.00623322
0.00189209	-0.0085783	0.0178318	-0.0385695	0.0247536
0.00529099	-0.0300541	-0.00997353	-0.0385466	0.0316505
-0.0244131	-0.0312891	0.00435829	-0.0324678	0.00771141
-0.0469522	-0.0147276	0.00409794	-0.0147457	0.0132332
-0.033886	0.00747395	-0.00753307	-0.0486002	0.00734234
-0.00653839	0.00960732	-0.00499058	-0.0228958	0.0266409
-0.0247803	0.0187559	-0.0104704	-0.040782	0.0049305
-0.0223761	-0.00391197	0.00785637	-0.0260162	0.0137587
0.00674534	0.00550747	0.0131464	-0.0413799	0.0396509
-0.0127878	0.0160866	0.0411453	-0.0246563	0.0117788
-0.00923157	-0.00563526	-0.00723171	-0.0062542	0.00739002
-0.0101271	0.00590515	0.00173187	-0.0367126	0.00496578
0.00768471	0.0150051	-0.0157661	-0.0258961	0.0196667
0.0181112	0.0108604	-0.0136595	-0.0467854	0.0143614
0.0359011	0.0252428	0.022789	-0.0341597	0.0315371
0.0243769	-0.0137024	0.0128136	-0.0380793	0.00920296
0.0248432	0.0363731	0.00399494	-0.031826	0.0119534
0.0377598	0.0254698	0.0169735	-0.00446701	0.0206928
0.052886	0.00791645	0.0108795	-0.0242672	0.0187788
0.0316	0.0167313	0.0130024	-0.0346527	0.0207396
0.0183353	0.0161514	0.0250387	-0.055769	0.0112934
0.0048275	0.026763	0.0210695	-0.0331039	0.0135107
0.00635815	-0.0101719	0.0395432	-0.0389547	0.0185766
0.00911045	-0.0032177	-0.000939369	-0.0287514	0.0106249
0.00320244	0.0044899	-0.00330448	-0.024375	0.00356865
0.00116634	-0.0181179	0.00289917	-0.0300131	0.015377
0.00060463	0.0164518	0.000703812	-0.0451822	0.0154238
-0.00573063	0.00528717	0.013752	-0.040679	0.0259285
-0.00707817	0.00279808	0.0259447	-0.0572739	0.0198259
-0.0227098	0.0336723	-0.00652409	-0.0492964	0.01513
-0.0155516	0.0287542	0.0175581	-0.0420637	0.0116949
0.00922394	0.0312567	0.0141802	-0.03267	0.0235291
-0.00671673	-0.0150003	-0.00299454	-0.0247002	0.0244837
0.00453854	-0.0159731	0.0122871	-0.0517578	0.0242596
0.0238914	-0.0167103	0.0296154	-0.0315256	0.0101719
0.00988102	-0.0160999	0.00962639	-0.0304565	0.037487
0.01122	-0.0143919	0.000444412	-0.0264597	0.0187225
0.011261	0.00447559	0.00763607	-0.0320873	0.0158787
0.00176048	0.00602913	-0.000974655	-0.023591	0.0242138
-0.00171661	0.0180931	0.00105095	-0.00569725	0.0295963
