0.00712776	0.0125837	0.0291195	-0.014595	0.000148773
-0.000841141	0.0137644	0.0279589	-0.0222893	0.0016861
-0.0106773	0.0172272	0.0203943	-0.0359488	0.00725555
-0.00790501	0.0164557	0.0108576	-0.0296946	0.00581169
-0.0059042	0.00862503	0.00169849	-0.030344	-0.0178356
-0.00434303	0.0234766	0.0192175	-0.0245819	-0.018693
-0.00147724	0.0146227	0.025939	-0.0253334	-0.0145149
0.00507164	0.0265121	0.0287771	-0.0299578	-0.0115252
0.00516987	0.0152311	0.0228996	-0.0326796	-0.00481033
0.00755215	0.0248747	0.021987	-0.0181999	-0.0217886
-0.0107183	0.0134258	0.0207891	-0.0317879	-0.0100851
-1.33514e-05	0.0240498	0.0219173	-0.034996	-0.0183401
0.000238419	0.015027	0.00719929	-0.027689	-0.0101223
-0.00161362	0.0133791	0.021183	-0.0334787	-0.00963306
-0.0125408	0.0225801	0.0278091	-0.00963879	-0.0172796
0.000878334	0.0178213	0.0378971	-0.043149	-0.0226297
0.00251675	0.0147486	0.0327635	-0.0309973	-0.0284996
0.00452232	0.00388432	0.022253	-0.0460234	-0.0280151
0.00144005	0.00908566	0.0383062	-0.0024271	-0.0157242
-0.00875378	0.0157242	0.0199757	-0.0143986	-0.0313768
0.0090313	0.01122	0.0194521	-0.023982	-0.0130625
0.00670242	0.0204144	0.0307045	-0.0372887	-0.0255737
-0.00232124	0.0197077	0.0286064	-0.0380316	0.00631714
0.00765419	0.0282078	0.0252428	-0.019022	0.0023222
0.0069828	0.025239	0.0360317	-0.0140705	0.0148458
0.00473595	0.00606918	0.022356	-0.0297461	0.00716782
0.0137978	0.0191879	0.03722	-0.0325851	-0.0121002
0.00985718	0.018631	0.0301914	-0.0414267	-0.00706673
0.0234241	0.0202465	0.0313816	-0.0354128	0.0104256
0.0142221	0.00481796	0.0371304	-0.00463486	-0.00772572
0.00939846	0.0169954	0.0362673	-0.0170708	-0.00546074
0.00828648	0.00685406	0.0402584	-0.00753975	-0.0136671
0.00745487	0.0223007	0.0277863	-0.0154696	-0.0103378
-0.00335503	-0.00633812	0.0268202	-0.0363159	-0.00427151
0.019968	0.00171947	0.0295639	-0.032505	-0.0124779
0.00726318	0.00786972	0.0261822	-0.0357552	-0.0089159
0.0029974	0.00471973	0.0306749	-0.0390329	0.0110703
0.0319138	0.00102139	0.0160265	-0.0262232	-0.0161705
0.0229902	-0.000123978	0.0295897	-0.0275621	-0.00461864
0.0258675	0.00294018	0.0337725	-0.00886631	-0.0199652
0.0153122	0.00763512	0.0380135	-0.0281363	-0.00959015
0.0131483	0.00607491	0.0364332	-0.0204983	-0.00190639
0.00961876	-0.00457668	0.0258598	-0.0363398	-0.0119047
0.00816631	-0.000209808	0.0280085	-0.018157	-0.00205803
0.00880241	-0.00322723	0.0211124	-0.0268879	0.00742722
0.0287209	-0.000369072	0.0285368	-0.0133286	-0.0214491
