Rt I-76 PA WB L2 run120171111_0756_Rt 76 WB Begin_Profile_ODS1 (Profile 1 (Gocator2342)) - Distance (ft)	Rt I-76 PA WB L2 run120171111_0756_Rt 76 WB Begin_Profile_ODS1 (Profile 1 (Gocator2342))_Full	Rt I-76 PA WB L2 run120171111_0756_Rt 76 WB Begin_Profile_ODS2 (Profile 2 (Gocator2342)) - Distance (ft)	Rt I-76 PA WB L2 run120171111_0756_Rt 76 WB Begin_Profile_ODS2 (Profile 2 (Gocator2342))_Full
8.0380597114563	-0.3555653	8.0380597114563	-0.3923559
8.1200807094574	-0.3530819	8.1200807094574	-0.3923039
8.2021017074585	-0.3512185	8.2021017074585	-0.3892558
8.28412270545959	-0.3522577	8.28412270545959	-0.3878379
8.36614370346069	-0.350172	8.36614370346069	-0.3877824
8.44816470146179	-0.3467102	8.44816470146179	-0.3852277
8.53018569946289	-0.3442882	8.53018569946289	-0.3832178
8.61220669746399	-0.3428363	8.61220669746399	-0.3818111
8.69422769546509	-0.3418941	8.69422769546509	-0.3837507
8.77624869346619	-0.3413757	8.77624869346619	-0.3811178
8.85826969146729	-0.3393879	8.85826969146729	-0.3791336
8.94029068946838	-0.3384238	8.94029068946838	-0.3770774
9.02231168746948	-0.3380485	9.02231168746948	-0.3750874
9.10433268547058	-0.3399904	9.10433268547058	-0.3745742
9.18635368347168	-0.3373691	9.18635368347168	-0.3734902
9.26837468147278	-0.334892	9.26837468147278	-0.3714061
9.35039567947388	-0.3318791	9.35039567947388	-0.3683124
9.43241667747498	-0.3288426	9.43241667747498	-0.3653582
9.51443767547607	-0.3248438	9.51443767547607	-0.3648069
9.59645867347717	-0.3218523	9.59645867347717	-0.3627462
9.67847967147827	-0.3183258	9.67847967147827	-0.3622186
9.76050066947937	-0.3153574	9.76050066947937	-0.3611651
9.84252166748047	-0.3139839	9.84252166748047	-0.3611202
9.92454266548157	-0.3143847	9.92454266548157	-0.3605284
10.0065636634827	-0.31126	10.0065636634827	-0.3593983
10.0885846614838	-0.3087906	10.0885846614838	-0.3573798
10.1706056594849	-0.3068031	10.1706056594849	-0.3573149
10.252626657486	-0.3057992	10.252626657486	-0.3568462
10.3346476554871	-0.3041901	10.3346476554871	-0.3586481
10.4166686534882	-0.3010886	10.4166686534882	-0.3554902
10.4986896514893	-0.2981446	10.4986896514893	-0.3549926
10.5807106494904	-0.297136	10.5807106494904	-0.3539138
10.6627316474915	-0.2961946	10.6627316474915	-0.3543767
10.7447526454926	-0.2976551	10.7447526454926	-0.3547821
10.8267736434937	-0.2964304	10.8267736434937	-0.3551386
10.9087946414948	-0.2944745	10.9087946414948	-0.3545629
10.9908156394958	-0.294417	10.9908156394958	-0.3543511
11.0728366374969	-0.2928262	11.0728366374969	-0.3523955
11.154857635498	-0.2917412	11.154857635498	-0.3541962
11.2368786334991	-0.2891087	11.2368786334991	-0.3498802
11.3188996315002	-0.286587	11.3188996315002	-0.3462979
11.4009206295013	-0.2845061	11.4009206295013	-0.3416609
11.4829416275024	-0.2831218	11.4829416275024	-0.3387008
11.5649626255035	-0.2839001	11.5649626255035	-0.3375703
11.6469836235046	-0.2802677	11.6469836235046	-0.3348646
11.7290046215057	-0.2792516	11.7290046215057	-0.3323224
11.8110256195068	-0.2766202	11.8110256195068	-0.3312122
11.8930466175079	-0.2751031	11.8930466175079	-0.330752
11.975067615509	-0.2740822	11.975067615509	-0.3324545
12.0570886135101	-0.2733488	12.0570886135101	-0.3286584
12.1391096115112	-0.269105	12.1391096115112	-0.3266546
12.2211306095123	-0.2644864	12.2211306095123	-0.3249651
12.3031516075134	-0.2612441	12.3031516075134	-0.3222383
12.3851726055145	-0.2631142	12.3851726055145	-0.3191684
12.4671936035156	-0.2597135	12.4671936035156	-0.318077
12.5492146015167	-0.25563	12.5492146015167	-0.3169442
12.6312355995178	-0.2521352	12.6312355995178	-0.3162276
12.7132565975189	-0.2505641	12.7132565975189	-0.3152656
12.79527759552	-0.247827	12.79527759552	-0.3180744
12.8772985935211	-0.2448316	12.8772985935211	-0.3167265
12.9593195915222	-0.2442952	12.9593195915222	-0.3155919
13.0413405895233	-0.2430812	13.0413405895233	-0.3138568
13.1233615875244	-0.2415127	13.1233615875244	-0.3110989
13.2053825855255	-0.240245	13.2053825855255	-0.306819
13.2874035835266	-0.2360028	13.2874035835266	-0.3022427
13.3694245815277	-0.2324551	13.3694245815277	-0.3001665
13.4514455795288	-0.2299004	13.4514455795288	-0.2978989
13.5334665775299	-0.2282625	13.5334665775299	-0.2959216
13.615487575531	-0.2261004	13.615487575531	-0.2971877
13.6975085735321	-0.2232966	13.6975085735321	-0.2948482
13.7795295715332	-0.2180848	13.7795295715332	-0.2932197
13.8615505695343	-0.2140433	13.8615505695343	-0.2908716
13.9435715675354	-0.2121745	13.9435715675354	-0.2872706
14.0255925655365	-0.2135012	14.0255925655365	-0.2860477
14.1076135635376	-0.2109906	14.1076135635376	-0.2828386
14.1896345615387	-0.2057715	14.1896345615387	-0.2816879
14.2716555595398	-0.2005324	14.2716555595398	-0.2799914
14.3536765575409	-0.193832	14.3536765575409	-0.2804708
14.435697555542	-0.1882579	14.435697555542	-0.2821488
14.5177185535431	-0.1836461	14.5177185535431	-0.280769
14.5997395515442	-0.1800415	14.5997395515442	-0.2784845
14.6817605495453	-0.1768138	14.6817605495453	-0.275238
14.7637815475464	-0.1725657	14.7637815475464	-0.2725556
14.8458025455475	-0.1684379	14.8458025455475	-0.2703427
14.9278235435486	-0.1652965	14.9278235435486	-0.2680616
15.0098445415497	-0.162034	15.0098445415497	-0.2653661
15.0918655395508	-0.1577837	15.0918655395508	-0.2642255
15.1738865375519	-0.153623	15.1738865375519	-0.2634184
15.255907535553	-0.1505393	15.255907535553	-0.2610753
15.3379285335541	-0.148877	15.3379285335541	-0.2589739
15.4199495315552	-0.1465482	15.4199495315552	-0.2586584
15.5019705295563	-0.1427605	15.5019705295563	-0.2558313
15.5839915275574	-0.1391198	15.5839915275574	-0.2541576
15.6660125255585	-0.1370273	15.6660125255585	-0.2523176
15.7480335235596	-0.1357858	15.7480335235596	-0.2489434
15.8300545215607	-0.1353459	15.8300545215607	-0.2452776
15.9120755195618	-0.1379834	15.9120755195618	-0.2435588
15.9940965175629	-0.135497	15.9940965175629	-0.24125
16.076117515564	-0.1333247	16.076117515564	-0.2395655
16.1581385135651	-0.1310955	16.1581385135651	-0.2387732
16.2401595115662	-0.1300158	16.2401595115662	-0.2369209
16.3221805095673	-0.1295995	16.3221805095673	-0.2352341
16.4042015075684	-0.1263424	16.4042015075684	-0.2349631
16.4862225055695	-0.1251666	16.4862225055695	-0.2335769
16.5682435035706	-0.1228267	16.5682435035706	-0.2324583
16.6502645015717	-0.1200159	16.6502645015717	-0.2336207
16.7322854995728	-0.1162172	16.7322854995728	-0.2322516
16.8143064975739	-0.114353	16.8143064975739	-0.2314047
16.896327495575	-0.1158988	16.896327495575	-0.2285031
16.9783484935761	-0.1119793	16.9783484935761	-0.2257477
17.0603694915771	-0.1103356	17.0603694915771	-0.2234506
17.1423904895782	-0.1080313	17.1423904895782	-0.2211462
17.2244114875793	-0.1062938	17.2244114875793	-0.2187898
17.3064324855804	-0.104531	17.3064324855804	-0.2166285
17.3884534835815	-0.1032902	17.3884534835815	-0.2167823
17.4704744815826	-0.1013279	17.4704744815826	-0.2149578
17.5524954795837	-0.096991	17.5524954795837	-0.2152207
17.6345164775848	-0.09506725	17.6345164775848	-0.2148137
17.7165374755859	-0.09620164	17.7165374755859	-0.2146191
17.798558473587	-0.09435999	17.798558473587	-0.2162631
17.8805794715881	-0.09406856	17.8805794715881	-0.2158421
17.9626004695892	-0.09163645	17.9626004695892	-0.2154837
18.0446214675903	-0.08882693	18.0446214675903	-0.215929
18.1266424655914	-0.08609398	18.1266424655914	-0.2199441
18.2086634635925	-0.08426835	18.2086634635925	-0.2184513
18.2906844615936	-0.0814397	18.2906844615936	-0.219228
18.3727054595947	-0.07914544	18.3727054595947	-0.2199197
18.4547264575958	-0.07813717	18.4547264575958	-0.2221104
18.5367474555969	-0.08077946	18.5367474555969	-0.2231214
18.618768453598	-0.07918972	18.618768453598	-0.2221493
18.7007894515991	-0.07752503	18.7007894515991	-0.2202993
18.7828104496002	-0.0771054	18.7828104496002	-0.2183325
18.8648314476013	-0.07422175	18.8648314476013	-0.2150672
18.9468524456024	-0.07244568	18.9468524456024	-0.2141752
19.0288734436035	-0.07128612	19.0288734436035	-0.2107506
19.1108944416046	-0.07241511	19.1108944416046	-0.2089792
19.1929154396057	-0.07344368	19.1929154396057	-0.2076395
19.2749364376068	-0.0793734	19.2749364376068	-0.2067209
19.3569574356079	-0.07733172	19.3569574356079	-0.2048587
19.438978433609	-0.07736771	19.438978433609	-0.2045697
19.5209994316101	-0.0730665	19.5209994316101	-0.2040611
19.6030204296112	-0.07268447	19.6030204296112	-0.2028722
19.6850414276123	-0.06831525	19.6850414276123	-0.2060416
19.7670624256134	-0.06756762	19.7670624256134	-0.2065052
19.8490834236145	-0.06515901	19.8490834236145	-0.2065747
19.9311044216156	-0.06321425	19.9311044216156	-0.2056797
20.0131254196167	-0.06001088	20.0131254196167	-0.2052289
20.0951464176178	-0.0600811	20.0951464176178	-0.2033118
20.1771674156189	-0.056106	20.1771674156189	-0.2024491
20.25918841362	-0.0550124	20.25918841362	-0.2015651
20.3412094116211	-0.05614347	20.3412094116211	-0.2011147
20.4232304096222	-0.05561376	20.4232304096222	-0.2009187
20.5052514076233	-0.05375119	20.5052514076233	-0.2044287
20.5872724056244	-0.05349706	20.5872724056244	-0.2034152
20.6692934036255	-0.05406755	20.6692934036255	-0.203976
20.7513144016266	-0.05251557	20.7513144016266	-0.2025947
20.8333353996277	-0.05147333	20.8333353996277	-0.203648
20.9153563976288	-0.05603689	20.9153563976288	-0.2016357
20.9973773956299	-0.05434378	20.9973773956299	-0.2007695
21.079398393631	-0.05197582	21.079398393631	-0.1998171
21.1614193916321	-0.04959388	21.1614193916321	-0.2000661
21.2434403896332	-0.04769489	21.2434403896332	-0.2030712
21.3254613876343	-0.04584875	21.3254613876343	-0.2025332
21.4074823856354	-0.04548039	21.4074823856354	-0.202591
21.4895033836365	-0.04449835	21.4895033836365	-0.2016491
21.5715243816376	-0.042584	21.5715243816376	-0.2017053
21.6535453796387	-0.04235155	21.6535453796387	-0.2007256
21.7355663776398	-0.04434671	21.7355663776398	-0.2003226
21.8175873756409	-0.04288143	21.8175873756409	-0.2003342
21.899608373642	-0.04352538	21.899608373642	-0.1993784
21.9816293716431	-0.04300638	21.9816293716431	-0.198881
22.0636503696442	-0.04159613	22.0636503696442	-0.1980525
22.1456713676453	-0.04063652	22.1456713676453	-0.2010768
22.2276923656464	-0.03872744	22.2276923656464	-0.1999638
22.3097133636475	-0.03830282	22.3097133636475	-0.1990793
22.3917343616486	-0.03685249	22.3917343616486	-0.1996004
22.4737553596497	-0.03589381	22.4737553596497	-0.1985552
22.5557763576508	-0.03564904	22.5557763576508	-0.1976871
22.6377973556519	-0.04066298	22.6377973556519	-0.2002532
22.719818353653	-0.03899973	22.719818353653	-0.2017264
22.8018393516541	-0.03661871	22.8018393516541	-0.2021436
22.8838603496552	-0.03566679	22.8838603496552	-0.2002029
22.9658813476563	-0.03369293	22.9658813476563	-0.2017403
23.0479023456573	-0.03226502	23.0479023456573	-0.2006775
23.1299233436584	-0.03129538	23.1299233436584	-0.1996994
23.2119443416595	-0.02929044	23.2119443416595	-0.1987066
23.2939653396606	-0.02795162	23.2939653396606	-0.1976734
23.3759863376617	-0.02986278	23.3759863376617	-0.1951683
23.4580073356628	-0.02494095	23.4580073356628	-0.1936717
23.5400283336639	-0.02852306	23.5400283336639	-0.1916779
23.622049331665	-0.02592188	23.622049331665	-0.1911773
23.7040703296661	-0.02349748	23.7040703296661	-0.1896358
23.7860913276672	-0.02251649	23.7860913276672	-0.1886892
23.8681123256683	-0.02103243	23.8681123256683	-0.1911653
23.9501333236694	-0.02004573	23.9501333236694	-0.1900877
24.0321543216705	-0.0190767	24.0321543216705	-0.1880521
24.1141753196716	-0.01956364	24.1141753196716	-0.1850338
24.1961963176727	-0.01759242	24.1961963176727	-0.1835201
24.2782173156738	-0.02110675	24.2782173156738	-0.183016
24.3602383136749	-0.02107497	24.3602383136749	-0.1854912
24.442259311676	-0.01957022	24.442259311676	-0.1869383
24.5242803096771	-0.01706924	24.5242803096771	-0.1878961
24.6063013076782	-0.01656676	24.6063013076782	-0.1878419
24.6883223056793	-0.01705773	24.6883223056793	-0.1873105
24.7703433036804	-0.01504666	24.7703433036804	-0.1907599
24.8523643016815	-0.01353197	24.8523643016815	-0.1897077
24.9343852996826	-0.01202154	24.9343852996826	-0.188658
25.0164062976837	-0.009999407	25.0164062976837	-0.1876071
25.0984272956848	-0.01043937	25.0984272956848	-0.1860542
25.1804482936859	-0.01343229	25.1804482936859	-0.1844971
25.262469291687	-0.01193101	25.262469291687	-0.1829359
25.3444902896881	-0.01188183	25.3444902896881	-0.1818712
25.4265112876892	-0.01135925	25.4265112876892	-0.1803178
25.5085322856903	-0.01083819	25.5085322856903	-0.1787222
25.5905532836914	-0.008825993	25.5905532836914	-0.1801525
25.6725742816925	-0.006786556	25.6725742816925	-0.1781225
25.7545952796936	-0.004745624	25.7545952796936	-0.1765098
25.8366162776947	-0.002715599	25.8366162776947	-0.176441
25.9186372756958	-0.001550108	25.9186372756958	-0.1748621
26.0006582736969	-0.005022366	26.0006582736969	-0.1747689
26.082679271698	-0.002619415	26.082679271698	-0.1736921
26.1647002696991	-4.039627E-05	26.1647002696991	-0.1735831
26.2467212677002	0.002988441	26.2467212677002	-0.1730361
26.3287422657013	0.006049389	26.3287422657013	-0.1723344
26.4107632637024	0.00865412	26.4107632637024	-0.176716
26.4927842617035	0.009741036	26.4927842617035	-0.1767459
26.5748052597046	0.01083602	26.5748052597046	-0.1761374
26.6568262577057	0.01087942	26.6568262577057	-0.1750376
26.7388472557068	0.01202094	26.7388472557068	-0.1744525
26.8208682537079	0.009654926	26.8208682537079	-0.1723888
26.902889251709	0.01002727	26.902889251709	-0.170731
26.9849102497101	0.01216349	26.9849102497101	-0.1696766
27.0669312477112	0.01224582	27.0669312477112	-0.1670244
27.1489522457123	0.01384498	27.1489522457123	-0.1669116
27.2309732437134	0.01339401	27.2309732437134	-0.1643093
27.3129942417145	0.01637117	27.3129942417145	-0.1641682
27.3950152397156	0.01798982	27.3950152397156	-0.1611733
27.4770362377167	0.02066001	27.4770362377167	-0.1580462
27.5590572357178	0.0197942	27.5590572357178	-0.1543998
27.6410782337189	0.02261018	27.6410782337189	-0.1522379
27.72309923172	0.02631186	27.72309923172	-0.1496054
27.8051202297211	0.02800654	27.8051202297211	-0.1479605
27.8871412277222	0.02953956	27.8871412277222	-0.1466158
27.9691622257233	0.03209264	27.9691622257233	-0.1499823
28.0511832237244	0.0347016	28.0511832237244	-0.1481053
28.1332042217255	0.03731115	28.1332042217255	-0.14639
28.2152252197266	0.03988026	28.2152252197266	-0.1446925
28.2972462177277	0.04222771	28.2972462177277	-0.1453905
28.3792672157288	0.04042012	28.3792672157288	-0.1468057
28.4612882137299	0.0417334	28.4612882137299	-0.1463276
28.543309211731	0.0439284	28.543309211731	-0.1437405
28.6253302097321	0.04511388	28.6253302097321	-0.1411053
28.7073512077332	0.04575996	28.7073512077332	-0.1383238
28.7893722057343	0.04633296	28.7893722057343	-0.1385604
28.8713932037354	0.04787536	28.8713932037354	-0.1375657
28.9534142017365	0.04957845	28.9534142017365	-0.1350151
29.0354351997375	0.05021379	29.0354351997375	-0.1305279
29.1174561977386	0.05101831	29.1174561977386	-0.124762
29.1994771957397	0.04868244	29.1994771957397	-0.1219454
29.2814981937408	0.04914309	29.2814981937408	-0.1196205
29.3635191917419	0.04875714	29.3635191917419	-0.1212143
29.445540189743	0.05078925	29.445540189743	-0.1242616
29.5275611877441	0.05107933	29.5275611877441	-0.1320303
29.6095821857452	0.05206217	29.6095821857452	-0.1352749
29.6916031837463	0.05369779	29.6916031837463	-0.136615
29.7736241817474	0.05569725	29.7736241817474	-0.1374563
29.8556451797485	0.05823896	29.8556451797485	-0.1383138
29.9376661777496	0.05455023	29.9376661777496	-0.137813
30.0196871757507	0.05559879	30.0196871757507	-0.1352519
30.1017081737518	0.05835119	30.1017081737518	-0.1324528
30.1837291717529	0.0600884	30.1837291717529	-0.1312529
30.265750169754	0.0608847	30.265750169754	-0.1294403
30.3477711677551	0.06047294	30.3477711677551	-0.1306957
30.4297921657562	0.06235907	30.4297921657562	-0.1292185
30.5118131637573	0.06513269	30.5118131637573	-0.1275617
30.5938341617584	0.06667269	30.5938341617584	-0.1239914
30.6758551597595	0.06972582	30.6758551597595	-0.1207029
30.7578761577606	0.06552897	30.7578761577606	-0.1179842
30.8398971557617	0.06763546	30.8398971557617	-0.1153128
30.9219181537628	0.06852925	30.9219181537628	-0.1121326
31.0039391517639	0.0705584	31.0039391517639	-0.1089434
31.085960149765	0.07142062	31.085960149765	-0.1052626
31.1679811477661	0.07156312	31.1679811477661	-0.1027143
31.2500021457672	0.07178508	31.2500021457672	-0.1044623
31.3320231437683	0.07102114	31.3320231437683	-0.1029629
31.4140441417694	0.07017919	31.4140441417694	-0.1021689
31.4960651397705	0.06966552	31.4960651397705	-0.1005192
31.5780861377716	0.07098618	31.5780861377716	-0.09927639
31.6601071357727	0.06867911	31.6601071357727	-0.09757651
31.7421281337738	0.07053529	31.7421281337738	-0.09633033
31.8241491317749	0.07138285	31.8241491317749	-0.09466518
31.906170129776	0.07288506	31.906170129776	-0.0928624
31.9881911277771	0.07549788	31.9881911277771	-0.09217237
32.0702121257782	0.07865204	32.0702121257782	-0.09034238
32.1522331237793	0.08146153	32.1522331237793	-0.09159753
32.2342541217804	0.082695	32.2342541217804	-0.08914919
32.3162751197815	0.08474433	32.3162751197815	-0.08627605
32.3982961177826	0.08749327	32.3982961177826	-0.0850077
32.4803171157837	0.088773	32.4803171157837	-0.08329082
32.5623381137848	0.08880749	32.5623381137848	-0.08202478
32.6443591117859	0.08399615	32.6443591117859	-0.08036362
32.726380109787	0.08427008	32.726380109787	-0.07763682
32.8084011077881	0.08509845	32.8084011077881	-0.07536744
32.8904221057892	0.08523283	32.8904221057892	-0.07310057
32.9724431037903	0.08640901	32.9724431037903	-0.07136936
33.0544641017914	0.08667471	33.0544641017914	-0.06988585
33.1364850997925	0.08683676	33.1364850997925	-0.073603
33.2185060977936	0.08748072	33.2185060977936	-0.07262308
33.3005270957947	0.08909597	33.3005270957947	-0.07083702
33.3825480937958	0.0909434	33.3825480937958	-0.06861384
33.4645690917969	0.09010356	33.4645690917969	-0.06633786
33.546590089798	0.09269843	33.546590089798	-0.06412163
33.6286110877991	0.09351122	33.6286110877991	-0.06083493
33.7106320858002	0.09510548	33.7106320858002	-0.05862364
33.7926530838013	0.09779893	33.7926530838013	-0.05427843
33.8746740818024	0.1005015	33.8746740818024	-0.05491231
33.9566950798035	0.1032704	33.9566950798035	-0.05325996
34.0387160778046	0.1044947	34.0387160778046	-0.05097976
34.1207370758057	0.1071434	34.1207370758057	-0.04778454
34.2027580738068	0.1094655	34.2027580738068	-0.04248202
34.2847790718079	0.109211	34.2847790718079	-0.04012505
34.366800069809	0.1103673	34.366800069809	-0.03834573
34.4488210678101	0.1116242	34.4488210678101	-0.03658234
34.5308420658112	0.111857	34.5308420658112	-0.03425213
34.6128630638123	0.1120978	34.6128630638123	-0.03496698
34.6948840618134	0.1113145	34.6948840618134	-0.03271653
34.7769050598145	0.1120174	34.7769050598145	-0.03090448
34.8589260578156	0.1122542	34.8589260578156	-0.03010125
34.9409470558167	0.1105923	34.9409470558167	-0.03030693
35.0229680538177	0.1042159	35.0229680538177	-0.03001754
35.1049890518188	0.1089277	35.1049890518188	-0.02972134
35.1870100498199	0.1051946	35.1870100498199	-0.02942503
35.269031047821	0.10739	35.269031047821	-0.02913241
35.3510520458221	0.1091376	35.3510520458221	-0.03233906
35.4330730438232	0.110879	35.4330730438232	-0.032017
35.5150940418243	0.1116193	35.5150940418243	-0.03171771
35.5971150398254	0.1128721	35.5971150398254	-0.03089754
35.6791360378265	0.1145983	35.6791360378265	-0.02959364
35.7611570358276	0.1133511	35.7611570358276	-0.02877117
35.8431780338287	0.1161461	35.8431780338287	-0.02695947
35.9251990318298	0.1183722	35.9251990318298	-0.02613848
36.0072200298309	0.1196193	36.0072200298309	-0.02540888
36.089241027832	0.1208915	36.089241027832	-0.02858672
36.1712620258331	0.1231923	36.1712620258331	-0.0271209
36.2532830238342	0.1264559	36.2532830238342	-0.02373968
36.3353040218353	0.1286919	36.3353040218353	-0.01943381
36.4173250198364	0.1287671	36.4173250198364	-0.01772646
36.4993460178375	0.1245963	36.4993460178375	-0.01733411
36.5813670158386	0.12652	36.5813670158386	-0.01443226
36.6633880138397	0.1277669	36.6633880138397	-0.0115682
36.7454090118408	0.1300786	36.7454090118408	-0.008873528
