Rt I-76 PA WB L2 run220171111_0807_Rt 76 WB Begin_Profile_ODS1 (Profile 1 (Gocator2342)) - Distance (ft)	Rt I-76 PA WB L2 run220171111_0807_Rt 76 WB Begin_Profile_ODS1 (Profile 1 (Gocator2342))_Full	Rt I-76 PA WB L2 run220171111_0807_Rt 76 WB Begin_Profile_ODS2 (Profile 2 (Gocator2342)) - Distance (ft)	Rt I-76 PA WB L2 run220171111_0807_Rt 76 WB Begin_Profile_ODS2 (Profile 2 (Gocator2342))_Full
2.14576721191406E-06	-5.606391	2.14576721191406E-06	-0.4739806
0.0820231437683105	-5.601192	0.0820231437683105	-0.4749593
0.164044141769409	-5.595937	0.164044141769409	-0.4736589
0.246065139770508	-5.590647	0.246065139770508	-0.4743241
0.328086137771606	-5.583873	0.328086137771606	-0.4749201
0.410107135772705	-5.576371	0.410107135772705	-0.4747326
0.492128133773804	-5.570769	0.492128133773804	-0.4763782
0.574149131774902	-5.563729	0.574149131774902	-0.4769361
0.656170129776001	-5.555767	0.656170129776001	-0.4748526
0.7381911277771	-5.551572	0.7381911277771	-0.4740783
0.820212125778198	-5.546425	0.820212125778198	-0.4734235
0.902233123779297	-5.539086	0.902233123779297	-0.4724305
0.984254121780396	-5.533541	0.984254121780396	-0.4721593
1.06627511978149	-5.528331	1.06627511978149	-0.4721189
1.14829611778259	-5.523121	1.14829611778259	-0.4713864
1.23031711578369	-5.520403	1.23031711578369	-0.4698903
1.31233811378479	-5.515796	1.31233811378479	-0.4702243
1.39435911178589	-5.509056	1.39435911178589	-0.4700604
1.47638010978699	-5.505537	1.47638010978699	-0.4682177
1.55840110778809	-5.500148	1.55840110778809	-0.4698437
1.64042210578918	-5.492251	1.64042210578918	-0.4718867
1.72244310379028	-5.48585	1.72244310379028	-0.4715334
1.80446410179138	-5.479421	1.80446410179138	-0.4729241
1.88648509979248	-5.471361	1.88648509979248	-0.4730945
1.96850609779358	-5.464746	1.96850609779358	-0.4712376
2.05052709579468	-5.457967	2.05052709579468	-0.4723091
2.13254809379578	-5.449709	2.13254809379578	-0.4728146
2.21456909179688	-5.442862	2.21456909179688	-0.4716061
2.29659008979797	-5.435146	2.29659008979797	-0.4724337
2.37861108779907	-5.42596	2.37861108779907	-0.4729215
2.46063208580017	-5.417554	2.46063208580017	-0.4726934
2.54265308380127	-5.409628	2.54265308380127	-0.4740489
2.62467408180237	-5.401242	2.62467408180237	-0.4734761
2.70669507980347	-5.394789	2.70669507980347	-0.4716408
2.78871607780457	-5.387153	2.78871607780457	-0.4716404
2.87073707580566	-5.378306	2.87073707580566	-0.4711878
2.95275807380676	-5.370006	2.95275807380676	-0.4692134
3.03477907180786	-5.362594	3.03477907180786	-0.4692121
3.11680006980896	-5.355751	3.11680006980896	-0.4697295
3.19882106781006	-5.349999	3.19882106781006	-0.4707059
3.28084206581116	-5.343598	3.28084206581116	-0.4712063
3.36286306381226	-5.338243	3.36286306381226	-0.4701116
3.44488406181335	-5.33648	3.44488406181335	-0.4669703
3.52690505981445	-5.332248	3.52690505981445	-0.4657115
3.60892605781555	-5.326124	3.60892605781555	-0.4651082
3.69094705581665	-5.321543	3.69094705581665	-0.4637613
3.77296805381775	-5.315357	3.77296805381775	-0.4647119
3.85498905181885	-5.309746	3.85498905181885	-0.464385
3.93701004981995	-5.303972	3.93701004981995	-0.4634171
4.01903104782104	-5.297973	4.01903104782104	-0.4641725
4.10105204582214	-5.290088	4.10105204582214	-0.4638364
4.18307304382324	-5.281164	4.18307304382324	-0.4638331
4.26509404182434	-5.27318	4.26509404182434	-0.4653721
4.34711503982544	-5.266036	4.34711503982544	-0.4647861
4.42913603782654	-5.258309	4.42913603782654	-0.4642731
4.51115703582764	-5.251884	4.51115703582764	-0.4651315
4.59317803382874	-5.244384	4.59317803382874	-0.465009
4.67519903182983	-5.236096	4.67519903182983	-0.463203
4.75722002983093	-5.230501	4.75722002983093	-0.4630216
4.83924102783203	-5.224069	4.83924102783203	-0.4644235
4.92126202583313	-5.215999	4.92126202583313	-0.4649971
5.00328302383423	-5.207471	5.00328302383423	-0.4673844
5.08530402183533	-5.198111	5.08530402183533	-0.4682459
5.16732501983643	-5.187687	5.16732501983643	-0.4673926
5.24934601783752	-5.179408	5.24934601783752	-0.4691487
5.33136701583862	-5.171181	5.33136701583862	-0.4701315
5.41338801383972	-5.161789	5.41338801383972	-0.4700605
5.49540901184082	-5.153811	5.49540901184082	-0.4708664
5.57743000984192	-5.145148	5.57743000984192	-0.4702289
5.65945100784302	-5.135082	5.65945100784302	-0.4681835
5.74147200584412	-5.127558	5.74147200584412	-0.465239
5.82349300384521	-5.118142	5.82349300384521	-0.4639961
5.90551400184631	-5.107575	5.90551400184631	-0.462309
5.98753499984741	-5.098172	5.98753499984741	-0.4593638
6.06955599784851	-5.08885	6.06955599784851	-0.4575489
6.15157699584961	-5.080348	6.15157699584961	-0.45708
6.23359799385071	-5.072168	6.23359799385071	-0.4567413
6.31561899185181	-5.063506	6.31561899185181	-0.4568003
6.39763998985291	-5.05459	6.39763998985291	-0.4567577
6.479660987854	-5.046903	6.479660987854	-0.4557355
6.5616819858551	-5.040572	6.5616819858551	-0.4566785
6.6437029838562	-5.033563	6.6437029838562	-0.4559759
6.7257239818573	-5.025979	6.7257239818573	-0.4553652
6.8077449798584	-5.020523	6.8077449798584	-0.4573602
6.8897659778595	-5.013635	6.8897659778595	-0.4582014
6.9717869758606	-5.006336	6.9717869758606	-0.4572719
7.05380797386169	-4.998106	7.05380797386169	-0.4574645
7.13582897186279	-4.990685	7.13582897186279	-0.4553632
7.21784996986389	-4.98248	7.21784996986389	-0.4519465
7.29987096786499	-4.975002	7.29987096786499	-0.4489667
7.38189196586609	-4.967223	7.38189196586609	-0.44996
