Rt I-76 PA WB L1run320171111_0838_Rt 76 WB Begin_Profile_ODS1 (Profile 1 (Gocator2342)) - Distance (ft)	Rt I-76 PA WB L1run320171111_0838_Rt 76 WB Begin_Profile_ODS1 (Profile 1 (Gocator2342))_Full	Rt I-76 PA WB L1run320171111_0838_Rt 76 WB Begin_Profile_ODS2 (Profile 2 (Gocator2342)) - Distance (ft)	Rt I-76 PA WB L1run320171111_0838_Rt 76 WB Begin_Profile_ODS2 (Profile 2 (Gocator2342))_Full
-6.43730163574219E-06	0.5368899	-6.43730163574219E-06	0.4208704
0.0820145606994629	0.5404674	0.0820145606994629	0.4310397
0.164035558700562	0.5431154	0.164035558700562	0.4397929
0.24605655670166	0.5407059	0.24605655670166	0.4425442
0.328077554702759	0.5457345	0.328077554702759	0.4447598
0.410098552703857	0.5518423	0.410098552703857	0.4464894
0.492119550704956	0.5574653	0.492119550704956	0.4477215
0.574140548706055	0.5611116	0.574140548706055	0.4484674
0.656161546707153	0.5642137	0.656161546707153	0.4477294
0.738182544708252	0.5678321	0.738182544708252	0.4464174
0.820203542709351	0.5714156	0.820203542709351	0.4453419
0.902224540710449	0.5756642	0.902224540710449	0.4321231
0.984245538711548	0.5723393	0.984245538711548	0.4291503
1.06626653671265	0.5748044	1.06626653671265	0.426454
1.14828753471375	0.5775205	1.14828753471375	0.4232158
1.23030853271484	0.5777066	1.23030853271484	0.4180069
1.31232953071594	0.5778117	1.31232953071594	0.4131792
1.39435052871704	0.5793712	1.39435052871704	0.4113421
1.47637152671814	0.582969	1.47637152671814	0.4110253
1.55839252471924	0.5861809	1.55839252471924	0.4131541
1.64041352272034	0.5878222	1.64041352272034	0.4165155
1.72243452072144	0.5891709	1.72243452072144	0.4152554
1.80445551872253	0.5843707	1.80445551872253	0.4192964
1.88647651672363	0.5852192	1.88647651672363	0.4236527
1.96849751472473	0.5879419	1.96849751472473	0.425463
2.05051851272583	0.5891092	2.05051851272583	0.4271879
2.13253951072693	0.5912391	2.13253951072693	0.4298305
2.21456050872803	0.5924773	2.21456050872803	0.4346215
2.29658150672913	0.5931195	2.29658150672913	0.4360062
2.37860250473022	0.594293	2.37860250473022	0.4376717
2.46062350273132	0.5953378	2.46062350273132	0.4387441
2.54264450073242	0.5978162	2.54264450073242	0.4330394
2.62466549873352	0.5921354	2.62466549873352	0.4334917
2.70668649673462	0.5924006	2.70668649673462	0.4343009
2.78870749473572	0.5935577	2.78870749473572	0.4360241
2.87072849273682	0.5970906	2.87072849273682	0.4368911
2.95274949073792	0.5999668	2.95274949073792	0.4366863
3.03477048873901	0.6002536	3.03477048873901	0.4364701
