Rt I-76 PA EB L1run220171111_0832_Rt 76 EB Begin_Profile_ODS1 (Profile 1 (Gocator2342)) - Distance (ft)	Rt I-76 PA EB L1run220171111_0832_Rt 76 EB Begin_Profile_ODS1 (Profile 1 (Gocator2342))_Full	Rt I-76 PA EB L1run220171111_0832_Rt 76 EB Begin_Profile_ODS2 (Profile 2 (Gocator2342)) - Distance (ft)	Rt I-76 PA EB L1run220171111_0832_Rt 76 EB Begin_Profile_ODS2 (Profile 2 (Gocator2342))_Full
-6.43730163574219E-06	0.1181315	-6.43730163574219E-06	-0.403429
0.0820145606994629	0.1186874	0.0820145606994629	-0.403422
0.164035558700562	0.1195386	0.164035558700562	-0.4032167
0.24605655670166	0.120955	0.24605655670166	-0.401287
0.328077554702759	0.1212704	0.328077554702759	-0.3982774
0.410098552703857	0.1216169	0.410098552703857	-0.3962603
0.492119550704956	0.1237893	0.492119550704956	-0.395607
0.574140548706055	0.1256887	0.574140548706055	-0.3970977
0.656161546707153	0.1257336	0.656161546707153	-0.3991838
0.738182544708252	0.1250465	0.738182544708252	-0.4016029
0.820203542709351	0.1242482	0.820203542709351	-0.4037648
0.902224540710449	0.1247178	0.902224540710449	-0.4053108
0.984245538711548	0.127064	0.984245538711548	-0.4067339
1.06626653671265	0.1279515	1.06626653671265	-0.4075678
1.14828753471375	0.1290417	1.14828753471375	-0.4065009
1.23030853271484	0.1304663	1.23030853271484	-0.405062
1.31232953071594	0.1317551	1.31232953071594	-0.4036641
1.39435052871704	0.1333096	1.39435052871704	-0.4008478
1.47637152671814	0.1354235	1.47637152671814	-0.3980561
1.55839252471924	0.137868	1.55839252471924	-0.3947767
1.64041352272034	0.1398611	1.64041352272034	-0.3906483
1.72243452072144	0.1419845	1.72243452072144	-0.3894027
1.80445551872253	0.1438662	1.80445551872253	-0.3902335
1.88647651672363	0.1450428	1.88647651672363	-0.3900744
1.96849751472473	0.1464916	1.96849751472473	-0.3894146
2.05051851272583	0.1490073	2.05051851272583	-0.3888998
2.13253951072693	0.1510562	2.13253951072693	-0.3881543
2.21456050872803	0.1524915	2.21456050872803	-0.3867106
2.29658150672913	0.154037	2.29658150672913	-0.3855062
2.37860250473022	0.1556068	2.37860250473022	-0.3838526
2.46062350273132	0.1568596	2.46062350273132	-0.3807101
2.54264450073242	0.1579154	2.54264450073242	-0.3786155
2.62466549873352	0.1602668	2.62466549873352	-0.3782673
2.70668649673462	0.161604	2.70668649673462	-0.3785228
2.78870749473572	0.1628768	2.78870749473572	-0.3791122
2.87072849273682	0.1658716	2.87072849273682	-0.3773413
2.95274949073792	0.1670559	2.95274949073792	-0.3728807
3.03477048873901	0.1682644	3.03477048873901	-0.3689777
3.11679148674011	0.1717471	3.11679148674011	-0.3671222
3.19881248474121	0.1740755	3.19881248474121	-0.3667183
3.28083348274231	0.1757654	3.28083348274231	-0.3673589
3.36285448074341	0.1769904	3.36285448074341	-0.3683735
3.44487547874451	0.1774155	3.44487547874451	-0.3699177
3.52689647674561	0.1790666	3.52689647674561	-0.372107
3.6089174747467	0.1807334	3.6089174747467	-0.3738321
3.6909384727478	0.1824282	3.6909384727478	-0.3736205
3.7729594707489	0.1841274	3.7729594707489	-0.3729827
3.85498046875	0.1855437	3.85498046875	-0.3716954
3.9370014667511	0.1866591	3.9370014667511	-0.3702813
4.0190224647522	0.1877386	4.0190224647522	-0.3688368
4.1010434627533	0.1894717	4.1010434627533	-0.367499
4.18306446075439	0.191336	4.18306446075439	-0.3678285
4.26508545875549	0.1916232	4.26508545875549	-0.3684463
4.34710645675659	0.1924228	4.34710645675659	-0.3692436
4.42912745475769	0.1928622	4.42912745475769	-0.3707641
4.51114845275879	0.1920849	4.51114845275879	-0.3719683
4.59316945075989	0.193097	4.59316945075989	-0.3719052
4.67519044876099	0.1953952	4.67519044876099	-0.369828
4.75721144676209	0.1957442	4.75721144676209	-0.3686969
4.83923244476318	0.1951913	4.83923244476318	-0.367256
4.92125344276428	0.1949638	4.92125344276428	-0.3638732
5.00327444076538	0.1955853	5.00327444076538	-0.3623997
5.08529543876648	0.1952151	5.08529543876648	-0.3627632
5.16731643676758	0.1947393	5.16731643676758	-0.3638071
5.24933743476868	0.1948816	5.24933743476868	-0.3647272
5.33135843276978	0.195007	5.33135843276978	-0.3654283
5.41337943077087	0.1946261	5.41337943077087	-0.3657044
5.49540042877197	0.1928529	5.49540042877197	-0.3647007
5.57742142677307	0.1918713	5.57742142677307	-0.3636103
5.65944242477417	0.1923748	5.65944242477417	-0.3628988
5.74146342277527	0.193137	5.74146342277527	-0.3620453
5.82348442077637	0.1941522	5.82348442077637	-0.3615486
5.90550541877747	0.1935319	5.90550541877747	-0.3613211
