Rt I-76 PA EB L2run320171111_0843_Rt 76 EB Begin_Profile_ODS1 (Profile 1 (Gocator2342)) - Distance (ft)	Rt I-76 PA EB L2run320171111_0843_Rt 76 EB Begin_Profile_ODS1 (Profile 1 (Gocator2342))_Full	Rt I-76 PA EB L2run320171111_0843_Rt 76 EB Begin_Profile_ODS2 (Profile 2 (Gocator2342)) - Distance (ft)	Rt I-76 PA EB L2run320171111_0843_Rt 76 EB Begin_Profile_ODS2 (Profile 2 (Gocator2342))_Full
-3.57627868652344E-06	2.330418	-3.57627868652344E-06	2.06255
0.0820174217224121	2.326826	0.0820174217224121	2.05899
0.164038419723511	2.32349	0.164038419723511	2.057333
0.246059417724609	2.320384	0.246059417724609	2.062489
0.328080415725708	2.31393	0.328080415725708	2.062064
0.410101413726807	2.309766	0.410101413726807	2.060911
0.492122411727905	2.304573	0.492122411727905	2.06023
0.574143409729004	2.303157	0.574143409729004	2.058242
0.656164407730103	2.301106	0.656164407730103	2.052836
0.738185405731201	2.297012	0.738185405731201	2.049805
0.8202064037323	2.292299	0.8202064037323	2.046487
0.902227401733398	2.287576	0.902227401733398	2.04288
0.984248399734497	2.282311	0.984248399734497	2.038816
1.0662693977356	2.277175	1.0662693977356	2.035122
1.14829039573669	2.26958	1.14829039573669	2.031226
1.23031139373779	2.262429	1.23031139373779	2.025077
1.31233239173889	2.258428	1.31233239173889	2.021195
1.39435338973999	2.254219	1.39435338973999	2.017545
1.47637438774109	2.249332	1.47637438774109	2.014792
1.55839538574219	2.245838	1.55839538574219	2.011768
1.64041638374329	2.243078	1.64041638374329	2.006584
1.72243738174438	2.238225	1.72243738174438	2.002403
1.80445837974548	2.2352	1.80445837974548	1.996171
1.88647937774658	2.232401	1.88647937774658	1.992333
1.96850037574768	2.227545	1.96850037574768	1.98724
2.05052137374878	2.223042	2.05052137374878	1.980408
2.13254237174988	2.219586	2.13254237174988	1.976088
2.21456336975098	2.215216	2.21456336975098	1.969893
2.29658436775208	2.209701	2.29658436775208	1.963513
2.37860536575317	2.20661	2.37860536575317	1.958693
2.46062636375427	2.204556	2.46062636375427	1.952854
2.54264736175537	2.203989	2.54264736175537	1.94891
2.62466835975647	2.203053	2.62466835975647	1.945596
2.70668935775757	2.200481	2.70668935775757	1.941209
2.78871035575867	2.199051	2.78871035575867	1.938256
2.87073135375977	2.193084	2.87073135375977	1.935369
2.95275235176086	2.190259	2.95275235176086	1.932447
3.03477334976196	2.188167	3.03477334976196	1.929512
3.11679434776306	2.186512	3.11679434776306	1.926209
3.19881534576416	2.184855	3.19881534576416	1.920745
3.28083634376526	2.183697	3.28083634376526	1.918005
3.36285734176636	2.182031	3.36285734176636	1.916082
3.44487833976746	2.181185	3.44487833976746	1.913182
3.52689933776855	2.181376	3.52689933776855	1.909664
3.60892033576965	2.18175	3.60892033576965	1.906565
3.69094133377075	2.180717	3.69094133377075	1.903579
3.77296233177185	2.178971	3.77296233177185	1.900036
3.85498332977295	2.177277	3.85498332977295	1.896894
3.93700432777405	2.174706	3.93700432777405	1.893772
4.01902532577515	2.171756	4.01902532577515	1.891114
4.10104632377625	2.170163	4.10104632377625	1.88812
4.18306732177734	2.168961	4.18306732177734	1.884906
4.26508831977844	2.166972	4.26508831977844	1.882167
4.34710931777954	2.163681	4.34710931777954	1.879274
4.42913031578064	2.161198	4.42913031578064	1.875215
4.51115131378174	2.157762	4.51115131378174	1.871749
4.59317231178284	2.154138	4.59317231178284	1.868296
4.67519330978394	2.14808	4.67519330978394	1.864496
4.75721430778503	2.139995	4.75721430778503	1.861029
4.83923530578613	2.128829	4.83923530578613	1.858218
4.92125630378723	2.11772	4.92125630378723	1.854933
5.00327730178833	2.108374	5.00327730178833	1.850858
5.08529829978943	2.099858	5.08529829978943	1.846261
5.16731929779053	2.093584	5.16731929779053	1.841708
5.24934029579163	2.088666	5.24934029579163	1.837507
5.33136129379272	2.086137	5.33136129379272	1.834536
5.41338229179382	2.087562	5.41338229179382	1.83024
5.49540328979492	2.087966	5.49540328979492	1.826856
5.57742428779602	2.088373	5.57742428779602	1.82664
5.65944528579712	2.092518	5.65944528579712	1.822992
5.74146628379822	2.093	5.74146628379822	1.820037
5.82348728179932	2.094489	5.82348728179932	1.817296
5.90550827980042	2.096582	5.90550827980042	1.813375
5.98752927780151	2.093681	5.98752927780151	1.809834
6.06955027580261	2.08957	6.06955027580261	1.804657
6.15157127380371	2.08605	6.15157127380371	1.799484
6.23359227180481	2.083422	6.23359227180481	1.796663
6.31561326980591	2.080709	6.31561326980591	1.794699
6.39763426780701	2.077516	6.39763426780701	1.793597
6.47965526580811	2.075258	6.47965526580811	1.790539
6.5616762638092	2.073467	6.5616762638092	1.789363
6.6436972618103	2.072417	6.6436972618103	1.787871
6.7257182598114	2.073545	6.7257182598114	1.785329
6.8077392578125	2.072492	6.8077392578125	1.78277
6.8897602558136	2.072675	6.8897602558136	1.779695
6.9717812538147	2.076218	6.9717812538147	1.777029
7.0538022518158	2.079457	7.0538022518158	1.773955
7.13582324981689	2.080359	7.13582324981689	1.77153
7.21784424781799	2.081381	7.21784424781799	1.769068
7.29986524581909	2.082994	7.29986524581909	1.766642
7.38188624382019	2.084329	7.38188624382019	1.764374
7.46390724182129	2.084611	7.46390724182129	1.761034
7.54592823982239	2.085304	7.54592823982239	1.75772
7.62794923782349	2.08627	7.62794923782349	1.755178
7.70997023582459	2.085269	7.70997023582459	1.752271
7.79199123382568	2.084635	7.79199123382568	1.748964
7.87401223182678	2.085435	7.87401223182678	1.745942
7.95603322982788	2.084291	7.95603322982788	1.743028
8.03805422782898	2.078745	8.03805422782898	1.739259
8.12007522583008	2.075733	8.12007522583008	1.736151
8.20209622383118	2.07433	8.20209622383118	1.733967
8.28411722183228	2.073797	8.28411722183228	1.73152
8.36613821983337	2.073702	8.36613821983337	1.727775
8.44815921783447	2.073254	8.44815921783447	1.730667
8.53018021583557	2.069901	8.53018021583557	1.731939
8.61220121383667	2.067262	8.61220121383667	1.730716
8.69422221183777	2.0644	8.69422221183777	1.728474
8.77624320983887	2.061362	8.77624320983887	1.726153
8.85826420783997	2.05834	8.85826420783997	1.726974
8.94028520584106	2.055576	8.94028520584106	1.728098
9.02230620384216	2.0537	9.02230620384216	1.727523
9.10432720184326	2.054262	9.10432720184326	1.728393
9.18634819984436	2.055015	9.18634819984436	1.72892
